时间戳 (Timestamp),日志级别 (Level),事件/动作 (Action),报文原文 (Original Message),内容解析 (Content Analysis)
2024-11-16 17:03:43.572,DEBUG,生成时间等待任务:82,,无报文
2024-11-16 17:03:43.746,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-08-0d-00-00-11-00-00-00-30-80-43-03-17-16-11-24-db-16,"控制码: 08 (下发: 写对象参数), 数据长度: 13 字节, 终端地址: 760000000415"
2024-11-16 17:03:43.866,DEBUG,接收,68-76-00-00-00-04-15-fd-01-68-88-04-00-00-30-80-00-99-16,"控制码: 88 (应答/上报: 写对象参数), 数据长度: 4 字节, 终端地址: 760000000415"
2024-11-16 17:03:43.866,DEBUG,"对时返回,正确,无错误",,无报文
2024-11-16 17:03:44.647,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-04-00-01-01-10-b9-2d-16,"控制码: 01 (下发: 读当前数据), 数据长度: 4 字节, 终端地址: 760000000415"
2024-11-16 17:03:44.819,DEBUG,接收,68-76-00-00-00-04-15-fd-01-68-81-05-00-01-01-10-b9-01-af-16,"控制码: 81 (应答/上报: 读当前数据), 数据长度: 5 字节, 终端地址: 760000000415"
2024-11-16 17:03:44.819,DEBUG,"1,枪状态:1---就绪",,无报文
2024-11-16 17:03:45.737,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-04-00-02-01-10-b9-2e-16,"控制码: 01 (下发: 读当前数据), 数据长度: 4 字节, 终端地址: 760000000415"
2024-11-16 17:03:45.781,DEBUG,接收,68-76-00-00-00-04-15-fd-01-68-81-05-00-02-01-10-b9-01-b0-16,"控制码: 81 (应答/上报: 读当前数据), 数据长度: 5 字节, 终端地址: 760000000415"
2024-11-16 17:03:45.781,DEBUG,"2,枪状态:1---就绪",,无报文
2024-11-16 17:03:46.632,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-08-00-00-00-1f-90-1f-b6-2f-b6-cf-16,"控制码: 01 (下发: 读当前数据), 数据长度: 8 字节, 终端地址: 760000000415"
2024-11-16 17:03:56.733,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-08-00-01-01-1f-90-1f-b6-2f-b6-d1-16,"控制码: 01 (下发: 读当前数据), 数据长度: 8 字节, 终端地址: 760000000415"
2024-11-16 17:03:57.293,DEBUG,电价模板id：2053,,无报文
2024-11-16 17:03:57.294,DEBUG,"登录下发当前电价:RateTask [taskId=-1, type=7, isCustomType=false, elecPrice=0.732/0.732/0.52/0.3579/null/null/null/null/null/null/null/null, servPrice=0.38/0.38/0.38/0.38/null/null/null/null/null/null/null/null]2024-11-16 15:03:57",,无报文
2024-11-16 17:04:04.085,DEBUG,"下发当前费率任务:RateTask [taskId=-1, type=7, isCustomType=false, elecPrice=0.732/0.732/0.52/0.3579/null/null/null/null/null/null/null/null, servPrice=0.38/0.38/0.38/0.38/null/null/null/null/null/null/null/null]2024-11-16 15:03:57",,无报文
2024-11-16 17:04:06.836,DEBUG,"超时2次,不执行任务了",,无报文
2024-11-16 17:04:06.874,DEBUG,生成时间等待任务:1,,无报文
2024-11-16 17:04:06.894,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-08-84-00-00-11-00-00-00-05-88-03-03-03-03-03-03-03-03-02-02-02-02-01-01-01-01-02-02-02-02-02-02-03-03-03-03-03-03-03-03-03-03-02-02-02-02-01-01-01-01-01-01-01-01-02-02-02-02-04-1f-88-dc-02-00-dc-02-00-08-02-00-65-01-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-3f-88-7c-01-00-7c-01-00-7c-01-00-7c-01-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-7f-16,"控制码: 08 (下发: 写对象参数), 数据长度: 132 字节, 终端地址: 760000000415"
2024-11-16 17:04:07.578,DEBUG,接收,68-76-00-00-00-04-15-fd-01-68-88-0a-00-00-05-88-00-1f-88-00-3f-88-00-ea-16,"控制码: 88 (应答/上报: 写对象参数), 数据长度: 10 字节, 终端地址: 760000000415"
2024-11-16 17:04:07.578,DEBUG,"下发费率电价返回,正确,无错误",,无报文
2024-11-16 17:04:07.987,DEBUG,所有任务执行完毕.,,无报文
2024-11-16 17:04:12.604,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-04-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-68-01-00-00-c4-ac-42-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-0e-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:04:27.584,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-06-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-98-01-00-00-44-55-74-06-00-00-00-00-3c-3c-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-9a-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:05:27.458,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-0b-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-68-01-00-00-c4-ac-42-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-15-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:05:42.497,DEBUG,"0.0.0.0桩没有充电枪口,将桩设置成空闲状态.",,无报文
2024-11-16 17:05:42.540,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-0d-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-98-01-00-00-44-55-74-06-00-00-00-00-3b-3c-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-a0-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:05:42.650,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-04-00-01-01-10-b9-2d-16,"控制码: 01 (下发: 读当前数据), 数据长度: 4 字节, 终端地址: 760000000415"
2024-11-16 17:05:42.660,DEBUG,生成时间等待任务:6,,无报文
2024-11-16 17:05:42.876,DEBUG,接收,68-76-00-00-00-04-15-fd-01-68-81-05-00-01-01-10-b9-01-af-16,"控制码: 81 (应答/上报: 读当前数据), 数据长度: 5 字节, 终端地址: 760000000415"
2024-11-16 17:05:42.876,DEBUG,"1,枪状态:1---就绪",,无报文
2024-11-16 17:05:43.526,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-04-00-02-01-10-b9-2e-16,"控制码: 01 (下发: 读当前数据), 数据长度: 4 字节, 终端地址: 760000000415"
2024-11-16 17:05:43.817,DEBUG,接收,68-76-00-00-00-04-15-fd-01-68-81-05-00-02-01-10-b9-01-b0-16,"控制码: 81 (应答/上报: 读当前数据), 数据长度: 5 字节, 终端地址: 760000000415"
2024-11-16 17:05:43.818,DEBUG,"2,枪状态:1---就绪",,无报文
2024-11-16 17:05:46.148,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-08-00-00-00-1f-90-1f-b6-2f-b6-cf-16,"控制码: 01 (下发: 读当前数据), 数据长度: 8 字节, 终端地址: 760000000415"
2024-11-16 17:05:54.907,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-08-00-01-01-1f-90-1f-b6-2f-b6-d1-16,"控制码: 01 (下发: 读当前数据), 数据长度: 8 字节, 终端地址: 760000000415"
2024-11-16 17:06:04.954,DEBUG,"超时2次,不执行任务了",,无报文
2024-11-16 17:06:42.922,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-14-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-68-01-00-00-c4-ac-42-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-1e-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:06:58.188,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-16-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-98-01-00-00-44-55-74-06-00-00-00-00-3b-3c-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-a9-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:07:57.487,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-1b-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-68-01-00-00-c4-ac-42-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-25-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:08:12.404,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-1d-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-98-01-00-00-44-55-74-06-00-00-00-00-3b-3c-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-b0-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:09:12.996,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-03-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-68-01-00-00-c4-ac-42-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-0d-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:09:27.922,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-05-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-98-01-00-00-44-55-74-06-00-00-00-00-3b-3c-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-98-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:10:27.489,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-0a-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-68-01-00-00-c4-ac-42-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-14-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:10:36.475,DEBUG,"0.0.0.0桩没有充电枪口,将桩设置成空闲状态.",,无报文
2024-11-16 17:10:37.045,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-08-00-02-01-1f-90-1f-b6-2f-b6-d2-16,"控制码: 01 (下发: 读当前数据), 数据长度: 8 字节, 终端地址: 760000000415"
2024-11-16 17:10:37.048,DEBUG,生成时间等待任务:8,,无报文
2024-11-16 17:10:42.633,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-0c-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-98-01-00-00-44-55-74-06-00-00-00-00-3b-3c-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-9f-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:10:46.732,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-06-00-00-00-00-82-01-82-69-16,"控制码: 01 (下发: 读当前数据), 数据长度: 6 字节, 终端地址: 760000000415"
2024-11-16 17:10:57.029,DEBUG,"超时2次,不执行任务了",,无报文
2024-11-16 17:11:42.872,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-11-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-68-01-00-00-c4-ac-42-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-1b-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:11:58.122,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-13-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-98-01-00-00-44-55-74-06-00-00-00-00-3b-3c-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-a6-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:12:57.535,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-18-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-68-01-00-00-c4-ac-42-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-22-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:13:12.547,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-1a-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-98-01-00-00-44-55-74-06-00-00-00-00-3b-3c-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-ad-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:14:13.032,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-1f-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-68-01-00-00-c4-ac-42-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-29-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:14:27.810,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-02-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-98-01-00-00-44-55-74-06-00-00-00-00-3b-3c-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-95-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:15:27.432,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-07-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-68-01-00-00-c4-ac-42-06-00-00-00-00-3d-3c-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-10-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:15:40.307,DEBUG,"0.0.0.0桩没有充电枪口,将桩设置成空闲状态.",,无报文
2024-11-16 17:15:40.445,DEBUG,生成时间等待任务:12,,无报文
2024-11-16 17:15:40.457,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-04-00-01-01-10-b9-2d-16,"控制码: 01 (下发: 读当前数据), 数据长度: 4 字节, 终端地址: 760000000415"
2024-11-16 17:15:40.472,DEBUG,接收,68-76-00-00-00-04-15-fd-01-68-81-05-00-01-01-10-b9-01-af-16,"控制码: 81 (应答/上报: 读当前数据), 数据长度: 5 字节, 终端地址: 760000000415"
2024-11-16 17:15:40.472,DEBUG,"1,枪状态:1---就绪",,无报文
2024-11-16 17:15:41.361,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-04-00-02-01-10-b9-2e-16,"控制码: 01 (下发: 读当前数据), 数据长度: 4 字节, 终端地址: 760000000415"
2024-11-16 17:15:41.511,DEBUG,接收,68-76-00-00-00-04-15-fd-01-68-81-05-00-02-01-10-b9-01-b0-16,"控制码: 81 (应答/上报: 读当前数据), 数据长度: 5 字节, 终端地址: 760000000415"
2024-11-16 17:15:41.535,DEBUG,"2,枪状态:1---就绪",,无报文
2024-11-16 17:15:42.417,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-0b-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-98-01-00-00-44-55-74-06-00-00-00-00-3b-3c-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-9e-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:15:42.451,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-08-00-00-00-1f-90-1f-b6-2f-b6-cf-16,"控制码: 01 (下发: 读当前数据), 数据长度: 8 字节, 终端地址: 760000000415"
2024-11-16 17:15:52.486,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-08-00-01-01-1f-90-1f-b6-2f-b6-d1-16,"控制码: 01 (下发: 读当前数据), 数据长度: 8 字节, 终端地址: 760000000415"
2024-11-16 17:16:02.581,DEBUG,"超时2次,不执行任务了",,无报文
2024-11-16 17:16:42.852,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-10-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-68-01-00-00-c4-ac-42-06-00-00-00-00-3c-3c-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-18-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 17:16:57.943,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-12-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-71-18-00-76-00-00-00-04-15-51-33-15-16-11-24-57-62-44-00-00-00-00-f0-57-62-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-98-01-00-00-44-55-74-06-00-00-00-00-3b-3b-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-a4-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
